HPV_position,15361-CB-15-LabPrep_S16,15361-CB-7-LabPrep_S49,15361-CB-6-LabPrep_S48,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20
3562,12050,27766,1,24809,630
3563,12047,27767,1,24849,641
3564,12010,27736,1,24844,645
3565,11968,27734,1,24870,656
3566,11938,27662,1,24902,661
3567,11883,27638,1,24873,672
3568,11886,27688,1,24924,682
3569,11842,27602,1,24845,689
3570,11827,27551,1,24892,691
3571,11855,27601,1,24950,709
3572,11817,27506,1,24961,715
3573,11830,27585,1,25039,728
3574,11774,27568,1,25030,742
3575,11738,27551,1,25068,752
3576,11697,27517,1,25061,754
3577,11640,27496,1,25067,767
3578,11639,27468,1,25034,775
3579,11662,27515,1,25096,785
3580,11675,27544,1,25138,797
3581,11646,27536,1,25143,806
3582,11654,27528,1,25175,807
3583,11612,27468,1,25147,818
3584,11612,27470,1,25177,832
3585,11621,27484,1,25281,839
3586,11604,27433,1,25271,845
3587,11617,27472,1,25325,856
3588,11539,27359,1,25307,859
3589,11561,27392,1,25367,868
3590,11545,27355,1,25371,874
3591,11530,27388,1,25389,881
3592,11479,27379,1,25400,892
3593,11421,27256,1,25331,901
3594,11423,27304,1,25391,914
3595,11460,27354,1,25433,929
3596,11411,27267,1,25392,941
3597,11411,27321,1,25441,952
3598,11340,27200,1,25397,953
3599,11298,27163,1,25382,962
3600,11287,27184,1,25424,974
3601,11214,27129,1,25367,985
3602,11202,27084,1,25388,988
3603,11204,27107,1,25391,998
3604,11208,27100,1,25419,1006
3605,11136,26970,1,25349,1015
3606,11122,26990,1,25370,1021
3607,11066,26874,1,25321,1033
3608,11053,26812,1,25333,1044
3609,11075,26860,1,25389,1057
3610,11021,26759,1,25363,1067
3611,10993,26679,1,25318,1079
3612,11011,26712,1,25340,1091
3613,10976,26689,1,25389,1111
3614,10936,26620,1,25384,1115
3615,10884,26536,1,25378,1130
3616,10903,26558,1,25437,1144
3617,10879,26501,1,25464,1150
3618,10893,26530,1,25489,1165
3619,10872,26439,1,25442,1175
3620,10877,26441,1,25486,1183
3621,10848,26367,1,25494,1191
3622,10775,26253,1,25467,1199
3623,10788,26286,1,25473,1211
3624,10731,26218,1,25407,1223
3625,10696,26144,1,25358,1235
3626,10672,26118,1,25387,1246
3627,10635,26053,1,25321,1258
3628,10600,25976,1,25270,1267
3629,10569,25979,1,25343,1283
3630,10561,26008,1,25376,1290
3631,10500,25911,1,25319,1296
3632,10402,25741,1,25218,1301
3633,10388,25728,1,25218,1315
3634,10364,25668,1,25178,1322
3635,10343,25661,1,25216,1332
3636,10386,25704,1,25281,1352
3637,10370,25658,1,25328,1361
3638,10364,25628,1,25334,1371
3639,10362,25632,0,25378,1381
3640,10299,25533,0,25339,1386
3641,10272,25489,0,25342,1386
3642,10206,25407,0,25333,1391
3643,10167,25315,0,25245,1390
3644,10127,25280,0,25236,1400
3645,10163,25302,0,25325,1421
3646,10134,25206,0,25271,1418
3647,10100,25147,0,25280,1424
3648,10071,25068,0,25302,1428
3649,10021,25027,0,25238,1434
3650,10041,25053,0,25265,1429
3651,10035,25001,0,25244,1434
3652,10029,24969,0,25266,1437
3653,9953,24810,0,25197,1435
3654,9940,24789,0,25238,1437
3655,9948,24738,0,25190,1444
3656,9962,24748,0,25238,1454
3657,9968,24765,0,25269,1454
3658,9948,24740,0,25281,1454
3659,9930,24646,0,25220,1458
3660,9919,24642,0,25259,1461
3661,9928,24643,0,25307,1467
3662,9935,24631,0,25294,1471
3663,9877,24567,0,25269,1470
3664,9835,24523,0,25242,1468
3665,9839,24541,0,25289,1474
3666,9852,24593,0,25331,1477
3667,9863,24526,0,25318,1484
3668,9828,24478,0,25268,1474
3669,9809,24440,0,25332,1475
3670,9776,24420,0,25299,1477
3671,9744,24308,0,25230,1477
3672,9777,24338,0,25288,1486
3673,9770,24326,0,25279,1493
3674,9749,24314,0,25308,1496
3675,9752,24265,0,25297,1502
3676,9738,24197,0,25308,1496
3677,9747,24154,0,25303,1498
3678,9734,24118,0,25290,1496
3679,9776,24152,0,25301,1501
3680,9782,24134,0,25382,1507
3681,9790,24186,0,25425,1515
3682,9754,24117,0,25396,1520
3683,9742,24085,0,25381,1529
3684,9743,24117,0,25476,1537
3685,9731,24082,0,25441,1537
3686,9751,24144,0,25510,1553
3687,9720,24076,0,25494,1565
3688,9731,24019,0,25477,1552
3689,9698,23935,0,25445,1551
3690,9675,23966,0,25457,1552
3691,9687,24012,0,25462,1559
3692,9670,24034,0,25425,1566
3693,9736,24123,0,25496,1573
3694,9708,24150,0,25488,1572
3695,9743,24189,0,25530,1587
3696,9744,24161,0,25553,1587
3697,9714,24112,0,25509,1591
3698,9697,24152,0,25552,1592
3699,9647,24041,0,25462,1580
3700,9666,24065,0,25556,1586
3701,9688,24115,0,25578,1600
3702,9720,24140,0,25600,1595
3703,9730,24201,0,25620,1603
3704,9772,24236,0,25670,1617
3705,9778,24256,0,25695,1617
3706,9764,24204,0,25681,1617
3707,9775,24252,0,25729,1614
3708,9810,24277,0,25806,1617
3709,9804,24319,0,25832,1622
3710,9779,24278,0,25813,1617
3711,9739,24219,0,25770,1615
3712,9722,24192,0,25774,1611
3713,9731,24204,0,25788,1616
3714,9748,24217,0,25796,1619
3715,9781,24217,0,25769,1628
3716,9745,24166,0,25713,1630
3717,9739,24105,0,25677,1633
3718,9718,24147,0,25729,1639
3719,9716,24162,0,25734,1636
3720,9696,24113,0,25677,1629
3721,9690,24100,0,25691,1637
3722,9674,24040,0,25626,1638
3723,9658,24061,0,25657,1632
3724,9624,24047,0,25646,1635
3725,9621,24077,0,25674,1640
3726,9575,24040,0,25630,1636
3727,9584,24047,0,25638,1644
3728,9536,23986,0,25631,1641
3729,9568,24025,0,25698,1651
3730,9583,24020,0,25681,1647
3731,9522,23927,0,25604,1650
3732,9526,23922,0,25575,1648
3733,9480,23834,0,25465,1642
3734,9476,23846,0,25503,1648
3735,9451,23797,0,25463,1642
3736,9438,23758,0,25423,1638
3737,9444,23786,0,25468,1640
3738,9424,23758,0,25461,1643
3739,9446,23854,0,25529,1650
3740,9400,23750,0,25451,1638
3741,9401,23752,0,25468,1642
3742,9416,23764,0,25519,1647
3743,9398,23695,0,25478,1640
3744,9436,23710,0,25490,1644
3745,9430,23725,0,25473,1647
3746,9412,23668,0,25417,1646
3747,9449,23711,0,25516,1659
3748,9424,23690,0,25500,1656
3749,9419,23691,0,25500,1660
3750,9387,23663,0,25455,1657
3751,9364,23640,0,25445,1657
3752,9397,23658,0,25478,1655
3753,9412,23674,0,25504,1656
3754,9410,23685,0,25524,1656
3755,9371,23607,0,25475,1653
3756,9370,23629,0,25494,1645
3757,9340,23579,0,25468,1637
3758,9358,23657,0,25533,1652
3759,9341,23643,0,25521,1655
3760,9374,23708,0,25557,1657
3761,9376,23749,0,25570,1659
3762,9391,23758,0,25603,1655
3763,9393,23733,0,25614,1653
3764,9364,23697,0,25535,1649
3765,9368,23720,0,25545,1657
3766,9322,23690,0,25450,1652
3767,9360,23736,0,25534,1664
3768,9363,23761,0,25555,1659
3769,9385,23831,0,25594,1664
3770,9351,23730,0,25517,1656
3771,9343,23699,0,25514,1670
3772,9323,23682,0,25458,1662
3773,9329,23617,0,25405,1667
3774,9366,23704,0,25462,1663
3775,9360,23761,0,25433,1660
3776,9371,23798,0,25463,1672
3777,9363,23726,0,25419,1667
3778,9389,23725,0,25456,1673
3779,9381,23699,0,25419,1660
3780,9412,23783,0,25497,1666
3781,9433,23833,0,25537,1671
3782,9371,23705,0,25388,1660
3783,9403,23728,0,25385,1657
3784,9405,23783,0,25431,1664
3785,9417,23817,0,25425,1658
3786,9400,23830,0,25439,1650
3787,9397,23817,0,25454,1648
3788,9396,23881,0,25402,1651
3789,9404,23931,0,25388,1653
3790,9408,23984,0,25401,1651
3791,9317,23803,0,25243,1628
3792,9330,23895,0,25304,1630
3793,9326,23899,0,25253,1637
3794,9343,23962,0,25262,1652
3795,9373,24031,0,25315,1652
3796,9372,24120,0,25378,1644
3797,9419,24238,0,25463,1647
3798,9423,24259,0,25481,1643
3799,9422,24255,0,25495,1639
3800,9454,24344,0,25554,1650
3801,9469,24341,0,25546,1649
3802,9478,24406,0,25593,1657
3803,9448,24397,0,25552,1651
3804,9429,24382,0,25525,1647
3805,9398,24340,0,25430,1640
3806,9375,24364,0,25408,1642
3807,9363,24347,0,25408,1640
3808,9387,24421,0,25435,1641
3809,9392,24450,0,25456,1631
3810,9395,24510,0,25463,1625
3811,9389,24522,0,25454,1610
3812,9429,24631,0,25487,1606
3813,9449,24657,0,25493,1608
3814,9401,24580,0,25367,1595
3815,9405,24612,0,25361,1602
3816,9382,24667,0,25372,1594
3817,9383,24680,0,25358,1589
3818,9405,24738,0,25375,1587
3819,9412,24774,0,25426,1592
3820,9428,24779,0,25410,1584
3821,9441,24835,0,25446,1590
3822,9465,24928,0,25526,1593
3823,9484,24975,0,25527,1600
3824,9490,24960,0,25475,1611
3825,9522,25037,0,25536,1604
3826,9500,24974,0,25450,1601
3827,9550,25005,0,25477,1604
3828,9533,24977,0,25397,1601
3829,9556,25015,0,25387,1593
3830,9592,25080,0,25467,1591
3831,9630,25163,0,25524,1595
3832,9602,25159,0,25526,1591
3833,9628,25168,0,25540,1582
3834,9651,25220,0,25567,1582
3835,9663,25171,0,25522,1583
3836,9643,25088,0,25438,1575
3837,9658,25099,0,25428,1576
3838,9683,25175,0,25507,1578
3839,9674,25202,0,25458,1576
3840,9647,25143,0,25361,1561
3841,9650,25160,0,25346,1558
3842,9654,25220,0,25352,1561
3843,9701,25341,0,25458,1563
3844,9734,25389,0,25502,1568
3845,9764,25514,0,25546,1568
3846,9770,25452,0,25519,1564
3847,9741,25423,0,25449,1559
3848,9761,25455,0,25458,1564
3849,9735,25419,0,25422,1567
3850,9752,25471,0,25478,1570
3851,9789,25501,0,25488,1568
3852,9772,25448,0,25451,1546
3853,9753,25457,0,25407,1548
3854,9769,25485,0,25433,1545
3855,9724,25457,0,25323,1538
3856,9748,25485,0,25331,1542
3857,9775,25488,0,25318,1538
3858,9802,25498,0,25367,1537
3859,9799,25525,0,25354,1535
3860,9815,25563,0,25352,1536
3861,9828,25566,0,25335,1538
3862,9840,25562,0,25348,1534
3863,9840,25589,0,25309,1542
3864,9818,25581,0,25279,1532
3865,9789,25522,0,25230,1528
3866,9830,25602,0,25275,1531
3867,9842,25576,0,25216,1530
3868,9838,25586,0,25181,1528
3869,9836,25540,0,25097,1514
3870,9869,25564,0,25105,1514
3871,9861,25547,0,25097,1513
3872,9821,25463,0,25011,1498
3873,9835,25458,0,25008,1500
3874,9884,25514,0,25088,1496
3875,9891,25554,0,25103,1503
3876,9927,25572,0,25125,1518
3877,9941,25658,0,25127,1516
3878,9904,25616,0,25076,1512
3879,9911,25601,0,25011,1505
3880,9971,25678,0,25073,1515
3881,9940,25640,0,25043,1511
3882,9950,25679,0,25041,1516
3883,9977,25744,0,25089,1522
3884,9993,25756,0,25066,1522
3885,10016,25755,0,25052,1527
3886,10045,25771,0,25069,1521
3887,10039,25704,0,24973,1517
3888,10081,25734,0,25031,1527
3889,10083,25685,0,24946,1523
3890,10078,25661,0,24940,1516
3891,10077,25681,0,24925,1521
3892,10051,25643,0,24871,1517
3893,10058,25673,0,24893,1516
3894,10024,25630,0,24839,1514
3895,10065,25680,0,24891,1515
3896,10040,25606,0,24812,1512
3897,10058,25634,0,24830,1511
3898,10093,25647,0,24849,1512
3899,10056,25598,0,24783,1502
3900,10067,25598,0,24771,1498
3901,10036,25533,0,24639,1493
3902,10030,25530,0,24642,1490
3903,10051,25555,0,24664,1495
3904,10035,25484,0,24598,1494
3905,10034,25462,0,24577,1495
3906,10010,25402,0,24505,1484
3907,9993,25351,0,24471,1480
3908,9977,25324,0,24486,1481
3909,9961,25262,0,24364,1475
3910,9914,25217,0,24361,1474
3911,9892,25149,0,24342,1462
3912,9863,25101,0,24318,1458
3913,9851,25091,0,24290,1461
3914,9836,25005,0,24242,1447
3915,9821,24957,0,24253,1440
3916,9760,24846,0,24175,1422
3917,9727,24783,0,24104,1421
3918,9729,24730,0,24096,1414
3919,9699,24636,0,23993,1408
3920,9653,24545,0,23939,1399
3921,9603,24493,0,23913,1397
3922,9573,24442,0,23862,1381
3923,9561,24384,0,23810,1370
3924,9530,24341,0,23771,1364
3925,9502,24212,0,23706,1355
3926,9454,24096,0,23599,1353
3927,9454,24057,0,23590,1349
3928,9432,23953,0,23578,1341
3929,9399,23856,0,23506,1330
3930,9339,23728,0,23429,1321
3931,9295,23631,0,23430,1315
3932,9271,23623,0,23446,1317
3933,9214,23473,0,23361,1313
3934,9184,23378,0,23319,1309
3935,9128,23212,0,23224,1307
3936,9081,23046,0,23112,1289
3937,9055,22956,0,23089,1287
3938,9022,22850,0,23079,1285
3939,8995,22762,0,23006,1287
3940,8927,22598,0,22874,1283
3941,8886,22469,0,22769,1271
3942,8850,22333,0,22728,1268
3943,8831,22242,0,22724,1254
3944,8809,22132,0,22692,1252
3945,8755,21960,0,22574,1237
3946,8685,21813,0,22486,1225
3947,8615,21616,0,22379,1218
3948,8579,21525,0,22340,1213
3949,8503,21344,0,22229,1200
3950,8446,21189,0,22139,1197
3951,8414,21083,0,22078,1196
3952,8376,20978,0,22041,1186
3953,8338,20790,0,21941,1174
3954,8257,20615,0,21826,1169
3955,8220,20439,0,21734,1161
3956,8193,20335,0,21683,1164
3957,8167,20191,0,21638,1161
3958,8125,20068,0,21592,1153
3959,8056,19877,0,21495,1144
3960,8004,19742,0,21440,1142
3961,7956,19598,0,21353,1137
3962,7907,19456,0,21259,1131
3963,7846,19305,0,21193,1124
3964,7810,19132,0,21061,1114
3965,7722,18940,0,20907,1104
3966,7703,18869,0,20920,1101
3967,7662,18724,0,20822,1091
3968,7613,18551,0,20756,1083
3969,7540,18371,0,20614,1067
3970,7500,18237,0,20549,1066
3971,7434,18065,0,20408,1057
3972,7339,17832,0,20221,1037
3973,7346,17763,0,20246,1032
3974,7272,17575,0,20118,1019
3975,7228,17447,0,20049,1006
3976,7147,17248,0,19910,998
3977,7073,17061,0,19768,986
3978,6975,16849,0,19611,974
3979,6946,16753,0,19559,969
3980,6852,16579,0,19407,955
3981,6763,16415,0,19302,943
3982,6733,16293,0,19267,945
3983,6700,16125,0,19168,936
3984,6644,15943,0,19038,930
3985,6581,15768,0,18953,928
3986,6515,15592,0,18805,922
3987,6449,15414,0,18708,907
3988,6357,15218,0,18612,903
3989,6282,15058,0,18496,897
3990,6229,14879,0,18398,887
3991,6187,14754,0,18319,881
3992,6128,14579,0,18151,873
3993,6104,14452,0,18087,867
3994,6016,14250,0,17905,856
3995,5981,14075,0,17770,852
3996,5911,13886,0,17621,846
3997,5853,13725,0,17507,838
3998,5773,13521,0,17350,827
3999,5731,13439,0,17234,823
4000,5668,13288,0,17113,814
4001,5605,13136,0,16985,812
4002,5530,12949,0,16792,797
4003,5470,12814,0,16681,787
4004,5444,12719,0,16620,779
4005,5386,12575,0,16525,771
4006,5352,12468,0,16438,768
4007,5265,12279,0,16267,757
4008,5198,12127,0,16124,752
4009,5153,12014,0,16028,744
4010,5053,11784,0,15832,731
4011,5033,11704,0,15772,721
4012,5013,11637,0,15688,719
4013,4973,11483,0,15561,712
4014,4900,11309,0,15421,703
4015,4871,11199,0,15363,696
4016,4809,11063,0,15269,690
4017,4766,10918,0,15158,690
4018,4711,10807,0,15032,690
4019,4612,10584,0,14844,673
4020,4566,10414,0,14708,666
4021,4501,10229,0,14568,659
4022,4438,10047,0,14406,645
4023,4385,9915,0,14289,637
4024,4294,9738,0,14143,626
4025,4231,9574,0,13967,618
4026,4130,9345,0,13728,601
4027,4083,9221,0,13642,595
4028,4038,9114,0,13525,593
4029,3986,8979,0,13421,585
4030,3926,8831,0,13290,578
4031,3860,8664,0,13154,563
4032,3797,8532,0,13011,559
4033,3711,8373,0,12855,548
4034,3648,8207,0,12697,534
4035,3550,8008,0,12496,528
4036,3498,7855,0,12350,518
4037,3393,7676,0,12181,504
4038,3335,7518,0,12024,495
4039,3277,7395,0,11895,487
4040,3215,7214,0,11724,485
4041,3160,7056,0,11552,476
4042,3085,6872,0,11377,464
4043,3003,6748,0,11235,456
4044,2958,6617,0,11152,449
4045,2898,6470,0,10991,434
4046,2815,6298,0,10808,430
4047,2756,6145,0,10650,419
4048,2720,6055,0,10546,412
4049,2674,5914,0,10407,400
4050,2621,5781,0,10281,400
4051,2578,5689,0,10185,394
4052,2502,5530,0,10032,384
4053,2456,5380,0,9867,372
4054,2423,5280,0,9771,369
4055,2400,5172,0,9635,364
4056,2337,5048,0,9472,356
4057,2285,4943,0,9321,349
4058,2250,4849,0,9204,341
4059,2205,4738,0,9078,333
4060,2146,4600,0,8938,328
4061,2089,4471,0,8784,321
4062,2055,4383,0,8657,315
4063,2006,4247,0,8517,312
4064,1970,4161,0,8390,306
4065,1929,4073,0,8274,304
4066,1903,3981,0,8137,301
4067,1876,3895,0,8041,295
4068,1850,3815,0,7924,289
4069,1817,3737,0,7828,286
4070,1769,3582,0,7665,283
4071,1721,3498,0,7523,282
4072,1703,3443,0,7455,276
4073,1661,3335,0,7315,275
4074,1641,3276,0,7224,273
4075,1602,3171,0,7089,267
4076,1573,3100,0,6976,264
4077,1546,3041,0,6890,260
4078,1525,2978,0,6765,257
4079,1493,2889,0,6618,254
4080,1481,2857,0,6564,251
4081,1438,2753,0,6397,242
4082,1423,2718,0,6313,243
4083,1405,2653,0,6198,238
4084,1381,2609,0,6102,232
4085,1326,2496,0,5908,222
4086,1315,2488,0,5862,220
4087,1283,2429,0,5709,218
4088,1269,2389,0,5624,213
4089,1241,2326,0,5503,204
4090,1211,2269,0,5398,201
4091,1192,2231,0,5319,198
4092,1168,2172,0,5227,193
4093,1153,2127,0,5160,190
4094,1131,2040,0,5027,187
4095,1101,1984,0,4896,185
4096,1080,1947,0,4813,183
4097,1064,1914,0,4739,184
4098,1041,1882,0,4656,182
4099,1030,1868,0,4598,181
4100,990,1798,0,4462,175
4101,962,1763,0,4346,173
4102,940,1725,0,4241,170
4103,910,1676,0,4117,164
4104,889,1645,0,4025,160
4105,878,1599,0,3925,158
4106,862,1572,0,3857,156
4107,831,1529,0,3750,153
4108,810,1497,0,3668,149
4109,797,1482,0,3592,144
4110,775,1444,0,3502,141
4111,750,1393,0,3383,137
4112,731,1383,0,3314,134
4113,709,1321,0,3181,131
4114,697,1300,0,3082,131
4115,667,1231,0,3005,129
4116,652,1212,0,2918,127
4117,637,1181,0,2841,123
4118,611,1123,0,2723,119
4119,597,1108,0,2664,120
4120,577,1090,0,2595,116
4121,566,1068,0,2534,114
4122,533,1014,0,2412,103
4123,517,985,0,2351,102
4124,506,973,0,2305,102
4125,484,942,0,2214,99
4126,474,920,0,2158,98
4127,463,894,0,2084,96
4128,454,856,0,2013,96
4129,442,825,0,1940,94
4130,435,805,0,1860,89
4131,418,766,0,1765,85
4132,405,751,0,1709,83
4133,399,736,0,1668,80
4134,386,722,0,1590,79
4135,368,692,0,1504,76
4136,354,675,0,1435,72
4137,348,660,0,1396,72
4138,337,638,0,1324,65
4139,326,609,0,1267,61
4140,319,589,0,1242,60
4141,308,569,0,1210,60
4142,293,548,0,1168,56
4143,287,534,0,1146,55
4144,260,507,0,1090,50
4145,255,492,0,1063,48
4146,246,477,0,1026,48
4147,235,454,0,966,47
4148,229,438,0,952,46
4149,212,410,0,868,42
4150,206,405,0,841,40
4151,196,365,0,824,41
4152,176,341,0,758,38
4153,173,320,0,735,37
4154,158,297,0,662,36
4155,155,298,0,681,39
4156,153,291,0,656,39
4157,153,301,0,659,39
4158,153,298,0,649,37
4159,150,283,0,614,35
4160,144,269,0,583,32
4161,139,254,0,559,31
4162,133,239,0,528,31
4163,117,219,0,472,29
4164,105,202,0,444,29
4165,101,181,0,405,28
4166,90,163,0,372,27
4167,89,146,0,344,25
4168,84,124,0,315,23
4169,76,109,0,285,16
4170,68,98,0,262,16
4171,62,91,0,238,16
4172,58,76,0,218,15
4173,51,63,0,201,15
4174,40,53,0,165,14
4175,34,42,0,133,12
4176,28,36,0,109,10
4177,21,31,0,90,9
4178,14,21,0,62,5
4179,7,8,0,35,1
4180,0,0,0,0,0
4181,0,0,0,0,0
4182,0,0,0,0,0
4183,0,0,0,0,0
4184,0,0,0,0,0
4185,0,0,0,0,0
4186,0,0,0,0,0
4187,0,0,0,0,0
4188,0,0,0,0,0
4189,0,0,0,0,0
4190,0,0,0,0,0
4191,0,0,0,0,0
4192,0,0,0,0,0
4193,49,42,0,123,6
4194,86,80,0,222,14
4195,122,117,0,331,22
4196,160,156,0,438,27
4197,205,197,0,550,34
4198,239,230,0,639,45
4199,280,275,0,749,49
4200,311,302,0,842,51
4201,353,348,0,958,58
4202,405,383,0,1062,63
4203,451,421,0,1169,67
4204,488,456,0,1275,72
4205,534,495,0,1374,80
4206,557,544,0,1474,83
4207,603,579,0,1607,92
4208,661,626,0,1723,101
4209,727,672,0,1870,110
4210,797,695,0,2035,128
4211,856,715,0,2159,135
4212,890,730,0,2266,140
4213,918,736,0,2364,142
4214,957,745,0,2486,150
4215,954,751,0,2502,150
4216,954,752,0,2517,146
4217,960,753,0,2577,150
4218,998,755,0,2662,160
4219,1027,758,0,2768,163
4220,1099,758,0,2924,170
4221,1176,760,0,3111,186
4222,1202,760,0,3186,196
4223,1293,760,0,3402,210
4224,1309,760,0,3478,211
4225,1338,760,0,3577,213
4226,1407,760,0,3733,217
4227,1503,760,0,3951,239
4228,1556,760,0,4089,244
4229,1621,760,0,4252,262
4230,1691,760,0,4426,274
4231,1733,760,0,4521,283
4232,1815,760,0,4699,294
4233,1875,760,0,4823,299
4234,1930,760,0,4962,312
4235,1980,760,0,5103,322
4236,2021,760,0,5225,327
4237,2111,760,0,5420,340
4238,2139,760,0,5540,350
4239,2204,760,0,5651,360
4240,2254,760,0,5797,359
4241,2314,760,0,5949,374
4242,2384,760,0,6099,386
4243,2415,760,0,6193,387
4244,2479,760,0,6337,406
4245,2521,760,0,6488,417
4246,2570,760,0,6630,426
4247,2627,760,0,6773,436
4248,2697,760,0,6955,449
4249,2730,760,0,7048,462
4250,2795,760,0,7207,470
4251,2848,760,0,7352,477
4252,2914,760,0,7495,484
4253,3014,760,0,7700,502
4254,3072,760,0,7836,509
4255,3153,760,0,8015,526
4256,3190,760,0,8099,531
4257,3242,760,0,8225,537
4258,3295,760,0,8355,545
4259,3340,760,0,8505,551
4260,3423,760,0,8682,574
4261,3475,760,0,8808,582
4262,3537,760,0,8951,595
4263,3585,760,0,9113,598
4264,3647,760,0,9266,604
4265,3696,760,0,9401,609
4266,3748,760,0,9523,616
4267,3789,760,0,9674,631
4268,3859,760,0,9822,638
4269,3920,760,0,10002,652
4270,3967,760,0,10091,658
4271,4048,760,0,10270,669
4272,4102,760,0,10431,681
4273,4163,760,0,10586,688
4274,4199,760,0,10697,697
4275,4265,760,0,10840,707
4276,4315,760,0,10948,717
4277,4367,760,0,11107,723
4278,4406,760,0,11222,732
4279,4481,760,0,11438,744
4280,4524,760,0,11548,745
4281,4590,760,0,11730,754
4282,4661,760,0,11942,770
4283,4709,760,0,12073,781
4284,4750,760,0,12226,790
4285,4803,760,0,12377,797
4286,4841,760,0,12503,806
4287,4892,760,0,12692,818
4288,4951,760,0,12854,823
4289,5016,760,0,13028,841
4290,5083,760,0,13216,853
4291,5135,760,0,13388,873
4292,5198,760,0,13548,880
4293,5257,760,0,13711,896
4294,5303,760,0,13859,905
4295,5376,760,0,14060,914
4296,5421,760,0,14218,923
4297,5485,760,0,14395,935
4298,5541,760,0,14595,946
4299,5666,760,0,14850,982
4300,5725,760,0,15024,1002
4301,5798,760,0,15200,1014
4302,5850,760,0,15355,1025
4303,5897,760,0,15514,1037
4304,5972,760,0,15711,1061
4305,6030,760,0,15867,1071
4306,6072,760,0,16020,1080
4307,6162,760,0,16257,1092
4308,6225,760,0,16439,1110
4309,6293,760,0,16643,1121
4310,6343,760,0,16791,1128
4311,6394,760,0,16956,1138
4312,6452,760,0,17129,1149
4313,6515,760,0,17339,1160
4314,6557,760,0,17455,1173
4315,6619,760,0,17646,1182
4316,6681,760,0,17835,1186
4317,6743,760,0,18052,1208
4318,6788,760,0,18197,1218
4319,6839,760,0,18398,1233
4320,6900,760,0,18592,1245
4321,6928,760,0,18678,1251
4322,7002,760,0,18882,1265
4323,7063,760,0,19101,1278
4324,7100,760,0,19176,1282
4325,7157,760,0,19375,1297
4326,7217,760,0,19571,1310
4327,7281,760,0,19776,1318
4328,7324,760,0,19950,1329
4329,7357,760,0,20088,1337
4330,7407,760,0,20284,1345
4331,7463,760,0,20483,1365
4332,7518,760,0,20643,1378
4333,7569,760,0,20799,1386
4334,7628,759,0,20999,1406
4335,7677,759,0,21176,1418
4336,7745,759,0,21384,1432
4337,7805,759,0,21594,1445
4338,7853,752,0,21782,1454
4339,7900,751,0,21937,1464
4340,7967,740,0,22123,1482
4341,8005,640,0,22239,1487
4342,8060,623,0,22363,1495
4343,8112,657,0,22564,1506
4344,8115,582,0,22628,1515
4345,8144,506,0,22754,1520
4346,8146,441,0,22788,1526
4347,8152,334,0,22877,1540
4348,8145,226,0,22899,1543
4349,8155,169,0,22965,1543
4350,8149,154,0,22967,1549
4351,8146,114,0,23007,1552
4352,8154,70,0,23076,1563
4353,8152,44,0,23153,1568
4354,8156,37,0,23268,1583
4355,8145,30,0,23362,1587
4356,8130,14,0,23375,1584
4357,8165,14,0,23389,1587
4358,8186,11,0,23508,1611
4359,8160,10,0,23534,1615
4360,8132,9,0,23586,1622
4361,8145,8,0,23745,1640
4362,8115,7,0,23751,1638
4363,8101,5,0,23811,1652
4364,8075,4,0,23900,1662
4365,8091,3,0,23931,1660
4366,8080,3,0,23946,1660
4367,8043,2,0,23917,1666
4368,8037,1,0,24000,1665
4369,8012,0,0,24085,1672
4370,7968,0,0,24046,1666
4371,7915,0,0,24150,1683
4372,7868,0,0,24226,1696
4373,7819,0,0,24222,1703
4374,7756,0,0,24240,1710
4375,7721,0,0,24363,1717
4376,7678,0,0,24421,1731
4377,7630,0,0,24464,1726
4378,7568,0,0,24519,1729
4379,7506,0,0,24567,1743
4380,7457,0,0,24618,1745
4381,7405,0,0,24643,1748
4382,7360,0,0,24752,1750
4383,7294,0,0,24765,1749
4384,7243,0,0,24846,1771
4385,7175,0,0,24810,1770
4386,7121,0,0,24828,1767
4387,7063,0,0,24885,1776
4388,7018,0,0,24921,1772
4389,6983,0,0,24931,1771
4390,6937,0,0,24952,1777
4391,6872,0,0,24994,1786
4392,6803,0,0,24984,1782
4393,6747,0,0,25018,1777
4394,6679,0,0,24971,1768
4395,6639,0,0,25062,1785
4396,6574,0,0,25049,1780
4397,6517,0,0,25126,1795
4398,6469,0,0,25153,1796
4399,6422,0,0,25200,1803
4400,6379,0,0,25270,1808
4401,6335,0,0,25340,1808
4402,6299,0,0,25412,1820
4403,6233,0,0,25444,1823
4404,6185,0,0,25465,1822
4405,6105,0,0,25438,1819
4406,6045,0,0,25457,1825
4407,5997,0,0,25538,1832
4408,5942,0,0,25575,1834
4409,5892,0,0,25584,1835
4410,5856,0,0,25644,1843
4411,5782,0,0,25667,1840
4412,5709,0,0,25684,1848
4413,5659,0,0,25709,1854
4414,5621,0,0,25794,1864
4415,5551,0,0,25772,1870
4416,5507,0,0,25821,1878
4417,5467,0,0,25822,1875
4418,5415,0,0,25922,1893
4419,5378,0,0,25949,1903
4420,5342,0,0,25991,1896
4421,5255,0,0,25915,1888
4422,5184,0,0,25957,1889
4423,5142,0,0,25961,1887
4424,5078,0,0,25981,1884
4425,5043,0,0,26048,1894
4426,5005,0,0,26094,1898
4427,4943,0,0,26080,1900
4428,4868,0,0,26043,1906
4429,4833,0,0,26134,1919
