HPV_position,15361-CB-10-LabPrep_S11,15361-CB-11-LabPrep_S12,15361-CB-12-LabPrep_S13,15361-CB-13-LabPrep_S14,15361-CB-14-LabPrep_S15,15361-CB-15-LabPrep_S16,15361-CB-16-LabPrep_S17,15361-CB-17-LabPrep_S18,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20,15361-CB-1-LabPrep_S10,15361-CB-20-LabPrep_S22,15361-CB-21-LabPrep_S23,15361-CB-23-LabPrep_S25,15361-CB-24-LabPrep_S26,15361-CB-26-LabPrep_S28,15361-CB-2-LabPrep_S21,15361-CB-30-LabPrep_S33,15361-CB-32-LabPrep_S34,15361-CB-34-LabPrep_S36,15361-CB-35-LabPrep_S37,15361-CB-38-LabPrep_S40,15361-CB-39-LabPrep_S41,15361-CB-3-LabPrep_S32,15361-CB-40-LabPrep_S43,15361-CB-42-LabPrep_S44,15361-CB-44-LabPrep_S46,15361-CB-4-LabPrep_S42,15361-CB-6-LabPrep_S48,15361-CB-7-LabPrep_S49,15361-CB-9-LabPrep_S51
3830,51242,11889,28470,23285,35214,9592,15102,43057,25467,1591,12944,6475,94,20586,3439,425,25802,34,11801,7,3895,1481,17972,26005,1,15862,16073,285,0,25080,7928
3831,51352,11958,28571,23367,35323,9630,15162,43129,25524,1595,13004,6517,94,20642,3449,430,25955,32,11823,7,3913,1489,17999,26101,1,15916,16096,286,0,25163,7988
3832,51289,11955,28595,23393,35333,9602,15158,43077,25526,1591,13004,6519,92,20640,3441,435,25975,31,11809,7,3928,1490,18004,26096,1,15910,16152,285,0,25159,7974
3833,51231,11950,28625,23416,35302,9628,15169,42977,25540,1582,13010,6535,92,20626,3455,438,26027,32,11828,7,3939,1495,18001,26097,1,15933,16154,291,0,25168,7989
3834,51287,11977,28710,23485,35371,9651,15188,43034,25567,1582,13049,6574,94,20674,3449,442,26142,32,11865,8,3940,1509,18050,26170,1,15986,16202,291,0,25220,8037
3835,51204,11964,28740,23460,35275,9663,15186,43000,25522,1583,13041,6560,94,20634,3439,438,26131,32,11856,8,3938,1511,18015,26168,1,15971,16169,287,0,25171,8049
3836,51112,11935,28751,23422,35183,9643,15138,42963,25438,1575,13013,6551,94,20580,3433,435,26147,32,11817,8,3941,1519,18007,26116,1,15922,16134,290,0,25088,8043
3837,51137,11906,28814,23439,35190,9658,15162,42930,25428,1576,13032,6573,97,20615,3440,439,26194,32,11836,8,3946,1527,17994,26133,1,15928,16154,291,0,25099,8078
3838,51153,11939,28937,23487,35272,9683,15204,42971,25507,1578,13093,6613,98,20670,3451,437,26307,32,11876,8,3952,1529,18045,26202,1,15977,16185,292,0,25175,8109
3839,51063,11914,28961,23486,35241,9674,15234,42901,25458,1576,13099,6608,98,20663,3454,438,26296,32,11872,8,3945,1539,18018,26191,1,15960,16163,289,0,25202,8145
3840,51088,11874,28964,23434,35159,9647,15213,42802,25361,1561,13057,6601,99,20578,3467,439,26297,31,11851,8,3913,1531,17968,26141,1,15893,16130,293,0,25143,8131
3841,51056,11872,29021,23450,35164,9650,15204,42751,25346,1558,13053,6609,100,20557,3482,440,26338,32,11869,8,3918,1537,18000,26152,1,15883,16159,296,0,25160,8110
3842,51041,11899,29102,23489,35204,9654,15263,42775,25352,1561,13091,6628,100,20564,3504,439,26415,33,11904,8,3937,1536,18046,26149,1,15942,16213,299,0,25220,8141
3843,51170,11933,29262,23576,35351,9701,15319,42890,25458,1563,13169,6661,98,20620,3502,435,26543,34,11956,8,3948,1536,18089,26234,1,15996,16261,299,0,25341,8203
3844,51242,11971,29407,23660,35385,9734,15372,42962,25502,1568,13212,6691,100,20705,3520,436,26661,34,11976,8,3948,1544,18154,26327,1,16052,16285,304,0,25389,8223
3845,51339,12023,29540,23784,35484,9764,15425,43013,25546,1568,13256,6724,101,20775,3526,440,26770,35,12044,8,3959,1550,18182,26428,1,16097,16351,306,0,25514,8265
3846,51336,12020,29556,23789,35447,9770,15418,42870,25519,1564,13252,6737,101,20744,3540,441,26806,35,12041,8,3962,1555,18136,26400,1,16083,16308,307,0,25452,8272
3847,51193,11991,29564,23780,35372,9741,15371,42777,25449,1559,13241,6739,100,20689,3528,439,26839,35,12033,8,3952,1562,18123,26395,1,16071,16294,308,0,25423,8287
3848,51227,12013,29646,23828,35425,9761,15428,42819,25458,1564,13274,6749,101,20741,3534,443,26913,35,12057,8,3977,1568,18156,26415,1,16104,16312,309,0,25455,8296
3849,51182,12006,29694,23815,35335,9735,15415,42735,25422,1567,13241,6748,101,20742,3534,441,26921,35,12082,8,3972,1570,18141,26431,1,16114,16288,312,0,25419,8306
3850,51223,12043,29777,23887,35408,9752,15447,42720,25478,1570,13291,6754,102,20809,3541,445,27031,35,12131,8,3979,1580,18175,26502,2,16146,16332,313,0,25471,8321
3851,51156,12032,29829,23896,35405,9789,15464,42688,25488,1568,13310,6768,100,20831,3544,444,27077,35,12135,8,3998,1590,18197,26530,2,16181,16333,314,0,25501,8345
3852,51126,12010,29862,23904,35329,9772,15428,42609,25451,1546,13281,6768,100,20773,3540,446,27115,34,12119,8,3993,1593,18173,26554,2,16129,16303,310,0,25448,8336
3853,51065,11985,29885,23889,35296,9753,15422,42611,25407,1548,13281,6774,98,20708,3540,448,27131,34,12138,8,4004,1594,18229,26557,2,16108,16312,311,0,25457,8327
3854,51091,11990,29957,23916,35320,9769,15440,42601,25433,1545,13313,6786,99,20712,3541,445,27195,34,12124,8,4025,1593,18264,26577,3,16103,16310,311,0,25485,8359
3855,50920,11907,29924,23884,35249,9724,15426,42492,25323,1538,13287,6763,101,20600,3533,441,27175,32,12101,8,4012,1594,18232,26524,4,16051,16276,310,0,25457,8334
3856,50933,11896,30011,23924,35247,9748,15440,42506,25331,1542,13295,6772,101,20551,3527,447,27273,31,12125,8,4013,1600,18272,26570,5,16066,16284,311,0,25485,8350
3857,50927,11878,30058,23934,35242,9775,15428,42421,25318,1538,13312,6794,102,20480,3529,444,27315,30,12163,8,4017,1608,18292,26547,6,16079,16298,314,0,25488,8363
3858,50927,11868,30163,24043,35287,9802,15432,42384,25367,1537,13348,6827,102,20532,3539,444,27390,31,12205,9,4025,1612,18306,26605,6,16113,16333,316,0,25498,8384
3859,50947,11870,30263,24090,35288,9799,15428,42379,25354,1535,13378,6845,103,20493,3545,440,27447,31,12194,9,4032,1610,18332,26656,6,16106,16364,314,0,25525,8414
3860,50945,11878,30340,24149,35294,9815,15484,42358,25352,1536,13411,6861,102,20495,3560,440,27558,31,12212,9,4049,1625,18361,26691,6,16131,16403,313,0,25563,8436
3861,50990,11897,30374,24202,35293,9828,15472,42369,25335,1538,13412,6869,102,20506,3564,439,27629,31,12244,9,4055,1625,18378,26695,6,16150,16409,314,0,25566,8445
3862,50878,11910,30437,24211,35306,9840,15474,42328,25348,1534,13428,6886,101,20482,3570,439,27668,31,12265,9,4057,1633,18398,26699,6,16139,16403,313,0,25562,8469
3863,50818,11866,30485,24228,35260,9840,15461,42305,25309,1542,13429,6888,101,20471,3574,436,27705,31,12258,9,4062,1638,18401,26714,6,16157,16419,315,0,25589,8476
3864,50783,11843,30506,24221,35179,9818,15444,42258,25279,1532,13412,6894,101,20454,3565,435,27768,31,12261,9,4063,1639,18409,26714,6,16138,16398,312,0,25581,8470
3865,50681,11798,30522,24163,35079,9789,15376,42166,25230,1528,13373,6878,100,20392,3542,429,27746,31,12219,10,4042,1636,18352,26675,6,16111,16365,303,0,25522,8457
3866,50748,11821,30635,24248,35133,9830,15428,42239,25275,1531,13421,6907,98,20421,3548,428,27822,33,12275,10,4070,1642,18393,26727,6,16166,16368,305,0,25602,8494
3867,50653,11822,30647,24276,35085,9842,15431,42132,25216,1530,13419,6922,98,20401,3550,427,27857,33,12274,10,4077,1642,18376,26701,6,16155,16337,303,0,25576,8484
3868,50630,11816,30700,24286,35096,9838,15413,42091,25181,1528,13409,6939,97,20370,3550,427,27928,33,12294,10,4087,1640,18408,26702,6,16152,16346,304,0,25586,8494
3869,50579,11812,30648,24243,35019,9836,15389,41949,25097,1514,13405,6942,97,20331,3124,424,27936,33,12296,10,4081,1646,18347,26625,6,16091,16278,305,0,25540,8509
3870,50609,11846,30758,24299,35050,9869,15430,41918,25105,1514,13439,6978,97,20366,3140,425,28031,34,12339,10,4086,1662,18394,26725,6,16122,16327,306,0,25564,8575
3871,50570,11862,30805,24315,35025,9861,15429,41834,25097,1513,13445,6981,97,20367,3146,422,28063,34,12388,10,4085,1662,18406,26704,6,16146,16326,305,0,25547,8601
3872,50417,11799,30763,24245,34906,9821,15355,41673,25011,1498,13420,6946,98,20251,3128,419,28039,34,12342,10,4082,1657,18379,26604,6,16075,16245,306,0,25463,8565
3873,50385,11784,30841,24262,34892,9835,15366,41674,25008,1500,13405,6974,98,20236,3133,421,28084,34,12375,9,4085,1664,18427,26642,6,16082,16248,306,0,25458,8557
3874,50486,11833,31012,24334,35001,9884,15405,41837,25088,1496,13470,7004,98,20303,3161,422,28239,34,12411,9,4087,1666,18488,26782,6,16157,16330,302,0,25514,8594
3875,50449,11808,31053,24373,35065,9891,15409,41794,25103,1503,13499,7023,99,20325,3181,422,28244,34,12431,9,4092,1673,18467,26767,6,16154,16307,302,0,25554,8618
3876,50500,11805,31108,24439,35097,9927,15454,41796,25125,1518,13556,7046,99,20314,3183,427,28341,31,12467,9,4096,1679,18486,26810,6,16188,16305,303,0,25572,8649
3877,50509,11817,31169,24506,35129,9941,15475,41820,25127,1516,13555,7068,99,20322,3175,426,28437,31,12482,9,4102,1691,18531,26863,6,16196,16343,301,0,25658,8666
3878,50413,11766,31203,24479,35057,9904,15415,41760,25076,1512,13535,7067,98,20230,3579,423,28423,31,12455,9,4114,1687,18521,26844,6,16155,16298,296,0,25616,8668
3879,50266,11717,31203,24454,34963,9911,15385,41634,25011,1505,13536,7068,96,20162,3583,421,28421,31,12435,9,4113,1700,18524,26788,6,16153,16314,291,0,25601,8670
3880,50327,11792,31324,24522,35047,9971,15448,41732,25073,1515,13553,7110,94,20187,3598,426,28542,31,12479,9,4143,1720,18619,26872,6,16214,16371,291,0,25678,8717
3881,50364,11755,31372,24533,35019,9940,15431,41667,25043,1511,13535,7122,95,20145,3602,422,28596,31,12478,8,4133,1712,18605,26865,6,16196,16355,290,0,25640,8708
3882,50329,11754,31467,24591,35048,9950,15421,41696,25041,1516,13563,7144,97,20174,3619,425,28657,31,12511,8,4143,1735,18629,26903,6,16205,16353,290,0,25679,8727
3883,50439,11811,31585,24679,35148,9977,15507,41746,25089,1522,13610,7201,97,20212,3652,430,28739,31,12562,8,4154,1743,18688,27029,6,16262,16397,290,0,25744,8759
3884,50376,11842,31652,24696,35167,9993,15502,41751,25066,1522,13628,7255,98,20220,3650,430,28876,31,12572,8,4160,1745,18711,27060,6,16259,16408,290,0,25756,8786
3885,50295,11861,31658,24731,35121,10016,15505,41704,25052,1527,13643,7274,97,20203,3663,425,28902,31,12602,7,4174,1747,18736,27090,6,16309,16410,291,0,25755,8820
3886,50303,11856,31714,24771,35110,10045,15516,41703,25069,1521,13671,7284,99,20187,3679,426,28973,31,12611,7,4173,1750,18756,27086,6,16328,16447,293,0,25771,8844
3887,50181,11846,31676,24756,35031,10039,15480,41605,24973,1517,13635,7280,99,20134,3685,419,28968,31,12601,7,4157,1743,18734,27050,6,16302,16420,290,0,25704,8839
3888,50215,11876,31752,24817,35106,10081,15525,41646,25031,1527,13686,7332,100,20151,3710,426,29057,31,12651,7,4174,1750,18792,27103,6,16363,16455,293,0,25734,8862
3889,50211,11879,31772,24829,35044,10083,15508,41547,24946,1523,13673,7341,98,20110,3713,424,29097,31,12647,7,4163,1741,18744,27119,6,16344,16418,294,0,25685,8855
3890,50110,11862,31768,24810,34995,10078,15475,41527,24940,1516,13674,7351,99,20073,3701,422,29128,31,12659,8,4150,1742,18713,27092,6,16360,16392,294,0,25661,8860
3891,50091,11876,31835,24840,35005,10077,15492,41498,24925,1521,13683,7362,99,20072,3719,418,29187,29,12704,8,4151,1753,18707,27109,6,16368,16387,293,0,25681,8881
3892,49993,11856,31809,24804,34909,10051,15450,41436,24871,1517,13654,7359,100,19989,3720,416,29221,28,12678,8,4146,1752,18684,27064,6,16348,16402,296,0,25643,8874
3893,50058,11847,31845,24863,34929,10058,15436,41453,24893,1516,13663,7369,100,19989,3732,410,29289,28,12703,8,4142,1750,18683,27080,6,16361,16399,299,0,25673,8885
3894,49980,11816,31830,24831,34846,10024,15406,41358,24839,1514,13639,7363,99,19937,3720,411,29304,27,12695,8,4121,1746,18615,27016,6,16348,16343,297,0,25630,8881
3895,50064,11857,31916,24895,34903,10065,15452,41357,24891,1515,13676,7406,100,20003,3726,409,29420,28,12731,8,4125,1748,18686,27102,6,16392,16387,295,0,25680,8922
3896,49939,11833,31857,24858,34819,10040,15430,41220,24812,1512,13640,7419,100,19971,3725,408,29433,28,12728,8,4110,1748,18612,27051,6,16379,16325,296,0,25606,8907
3897,49897,11881,31879,24876,34839,10058,15461,41177,24830,1511,13670,7460,102,19992,3730,409,29478,30,12747,8,4123,1754,18631,27069,6,16399,16353,299,0,25634,8943
3898,49963,11926,31917,24944,34827,10093,15490,41198,24849,1512,13674,7495,103,20008,3746,407,29545,31,12802,8,4112,1760,18646,27111,6,16439,16360,300,0,25647,8961
3899,49884,11883,31896,24894,34753,10056,15457,41118,24783,1502,13656,7496,101,19965,3742,409,29564,31,12779,8,4108,1757,18615,27073,6,16391,16326,300,0,25598,8934
3900,49813,11877,31930,24877,34748,10067,15474,41087,24771,1498,13660,7524,102,19955,3742,408,29598,32,12820,8,4111,1752,18603,27115,6,16392,16330,303,0,25598,8911
3901,49710,11842,31872,24780,34670,10036,15392,40990,24639,1493,13620,7496,103,19857,3727,409,29554,32,12759,8,4098,1758,18558,27057,6,16332,16290,301,0,25533,8898
3902,49678,11848,31900,24784,34653,10030,15416,40980,24642,1490,13638,7510,103,19899,3732,409,29588,32,12791,8,4100,1763,18562,27060,6,16367,16301,303,0,25530,8905
3903,49721,11887,31940,24791,34695,10051,15445,41012,24664,1495,13653,7546,102,19915,3734,411,29680,32,12836,8,4105,1764,18573,27076,6,16386,16319,306,0,25555,8912
3904,49673,11874,31873,24720,34657,10035,15428,40925,24598,1494,13616,7556,104,19873,3739,410,29695,32,12821,9,4106,1771,18513,27055,6,16351,16276,305,0,25484,8894
3905,49606,11864,31865,24681,34582,10034,15425,40892,24577,1495,13600,7572,104,19849,3745,407,29726,32,12811,9,4103,1769,18524,27025,6,16365,16303,303,0,25462,8866
3906,49614,11832,31832,24601,34486,10010,15365,40806,24505,1484,13546,7564,102,19827,3724,402,29678,32,12778,9,4093,1766,18436,26975,6,16288,16243,301,0,25402,8827
3907,49562,11808,31828,24545,34448,9993,15349,40773,24471,1480,13528,7582,101,19798,3734,405,29687,32,12766,9,4075,1766,18421,26976,6,16268,16241,301,0,25351,8824
3908,49559,11827,31869,24543,34477,9977,15351,40829,24486,1481,13542,7606,101,19839,3741,409,29728,32,12788,9,4071,1771,18424,26996,6,16287,16225,301,0,25324,8838
3909,49333,11765,31824,24421,34350,9961,15264,40711,24364,1475,13484,7585,99,19768,3729,404,29677,32,12774,9,4057,1766,18389,26943,6,16242,16193,302,0,25262,8808
3910,49328,11783,31781,24403,34335,9914,15228,40701,24361,1474,13473,7598,99,19816,3728,403,29694,32,12780,9,4047,1777,18357,26941,6,16215,16209,304,0,25217,8809
3911,49254,11748,31717,24340,34288,9892,15222,40619,24342,1462,13453,7575,99,19746,3723,398,29634,31,12741,9,4044,1773,18287,26902,6,16169,16183,303,0,25149,8795
3912,49183,11760,31675,24277,34212,9863,15183,40574,24318,1458,13430,7559,97,19711,3724,396,29626,31,12716,9,4025,1770,18248,26888,6,16143,16159,304,0,25101,8787
3913,49089,11774,31652,24232,34186,9851,15192,40519,24290,1461,13404,7541,97,19711,3724,394,29597,31,12702,9,4014,1764,18237,26890,6,16135,16171,303,0,25091,8758
3914,49043,11767,31627,24131,34085,9836,15147,40432,24242,1447,13357,7524,95,19625,3712,392,29564,31,12670,9,4002,1760,18220,26846,6,16082,16131,302,0,25005,8715
3915,49003,11787,31633,24082,34066,9821,15118,40375,24253,1440,13347,7530,95,19606,3718,393,29584,31,12683,9,3997,1768,18223,26795,6,16076,16127,298,0,24957,8693
3916,48941,11715,31551,23985,33941,9760,15048,40255,24175,1422,13290,7494,95,19540,3721,393,29516,31,12623,9,3973,1761,18142,26725,6,16000,16069,295,0,24846,8643
3917,48909,11695,31481,23915,33922,9727,15006,40199,24104,1421,13259,7478,94,19540,3710,391,29484,33,12619,9,3954,1753,18082,26681,6,15946,16035,291,0,24783,8635
3918,48898,11683,31477,23877,33897,9729,15021,40156,24096,1414,13241,7481,94,19526,3701,391,29483,34,12615,9,3945,1754,18053,26701,6,15929,16041,289,0,24730,8623
3919,48759,11656,31411,23802,33768,9699,14954,40104,23993,1408,13196,7453,94,19444,3693,389,29446,34,12576,9,3936,1746,18011,26637,6,15906,15990,290,0,24636,8576
3920,48703,11642,31323,23674,33650,9653,14886,39994,23939,1399,13139,7433,95,19409,3674,385,29364,34,12535,9,3920,1743,17944,26552,6,15838,15926,289,0,24545,8551
3921,48607,11585,31283,23562,33583,9603,14831,39923,23913,1397,13098,7417,95,19384,3660,385,29297,34,12514,9,3906,1728,17880,26518,6,15807,15897,288,0,24493,8519
3922,48534,11543,31206,23475,33544,9573,14805,39856,23862,1381,13068,7381,95,19381,3645,385,29256,35,12490,9,3897,1733,17833,26474,6,15784,15894,284,0,24442,8486
3923,48478,11531,31145,23399,33496,9561,14759,39742,23810,1370,13035,7380,95,19368,3633,384,29182,35,12500,9,3893,1734,17778,26424,6,15775,15870,281,0,24384,8455
3924,48425,11540,31104,23313,33427,9530,14705,39748,23771,1364,13045,7380,95,19380,3633,385,29142,36,12497,9,3879,1734,17686,26426,6,15759,15886,280,0,24341,8436
3925,48310,11494,30998,23227,33300,9502,14648,39670,23706,1355,12986,7350,91,19347,3599,382,29062,36,12454,9,3854,1725,17600,26367,6,15685,15847,282,0,24212,8399
3926,48151,11449,30866,23076,33174,9454,14572,39500,23599,1353,12901,7337,91,19278,3590,383,28914,34,12405,9,3832,1720,17512,26232,6,15593,15781,282,0,24096,8359
3927,48185,11450,30871,23006,33179,9454,14573,39524,23590,1349,12907,7335,91,19350,3589,381,28873,35,12417,9,3814,1724,17465,26245,6,15596,15783,281,0,24057,8333
3928,48167,11430,30784,22920,33136,9432,14532,39453,23578,1341,12885,7337,91,19322,3577,377,28849,35,12392,9,3792,1724,17430,26209,6,15560,15764,279,0,23953,8305
3929,48077,11394,30691,22809,33019,9399,14492,39367,23506,1330,12823,7320,90,19260,3560,375,28769,32,12360,9,3785,1716,17358,26127,6,15479,15762,277,0,23856,8267
3930,47965,11351,30564,22665,32936,9339,14385,39283,23429,1321,12767,7268,90,19189,3534,378,28655,32,12306,9,3766,1703,17250,26040,6,15418,15728,276,0,23728,8199
3931,47892,11359,30502,22565,32866,9295,14358,39218,23430,1315,12732,7259,89,19246,3532,377,28603,32,12295,9,3757,1694,17218,25977,6,15401,15688,273,0,23631,8165
3932,47885,11363,30473,22527,32837,9271,14342,39259,23446,1317,12721,7265,88,19254,3526,380,28570,32,12278,9,3755,1701,17193,26019,6,15416,15692,273,0,23623,8155
3933,47707,11310,30322,22396,32713,9214,14272,39116,23361,1313,12645,7217,88,19203,3513,376,28420,32,12200,9,3727,1690,17088,25902,6,15344,15623,272,0,23473,8106
3934,47644,11309,30247,22319,32646,9184,14209,39119,23319,1309,12611,7185,88,19220,3497,378,28340,32,12195,10,3712,1691,17055,25901,6,15321,15599,270,0,23378,8067
3935,47537,11262,30087,22177,32506,9128,14118,38988,23224,1307,12538,7150,87,19180,3485,379,28197,32,12123,10,3688,1683,16950,25786,6,15238,15520,269,0,23212,8006
3936,47393,11235,29953,22010,32427,9081,14028,38880,23112,1289,12474,7111,87,19149,3469,376,28086,32,12084,10,3660,1669,16838,25703,6,15179,15489,268,0,23046,7948
3937,47370,11253,29862,21924,32332,9055,14005,38828,23089,1287,12472,7105,87,19138,3472,384,28038,32,12080,10,3647,1675,16770,25653,5,15135,15461,268,0,22956,7926
3938,47284,11262,29782,21841,32252,9022,13948,38773,23079,1285,12450,7104,87,19157,3467,382,27970,32,12067,10,3636,1675,16713,25642,6,15106,15461,271,0,22850,7903
3939,47230,11243,29699,21739,32199,8995,13893,38682,23006,1287,12429,7086,88,19121,3455,383,27897,32,12034,10,3620,1668,16665,25573,6,15061,15422,269,0,22762,7882
3940,47002,11165,29515,21596,32037,8927,13815,38564,22874,1283,12358,7047,89,19042,3425,383,27708,32,11972,10,3587,1652,16531,25447,6,14994,15363,266,0,22598,7811
3941,46842,11104,29353,21449,31859,8886,13734,38427,22769,1271,12283,7008,90,18965,3393,381,27575,32,11907,10,3548,1645,16406,25317,6,14904,15294,265,0,22469,7748
3942,46738,11095,29264,21319,31754,8850,13623,38381,22728,1268,12232,6990,90,18956,3372,381,27507,32,11885,10,3517,1641,16325,25302,6,14861,15270,266,0,22333,7717
3943,46704,11097,29213,21251,31765,8831,13587,38416,22724,1254,12216,6971,89,18966,3373,378,27432,32,11876,10,3515,1643,16277,25289,6,14846,15288,269,0,22242,7685
3944,46639,11074,29112,21156,31693,8809,13541,38312,22692,1252,12182,6957,89,18958,3364,377,27332,32,11859,10,3500,1644,16193,25230,6,14815,15279,269,0,22132,7645
3945,46504,11032,28949,20992,31556,8755,13446,38178,22574,1237,12089,6924,90,18875,3352,373,27233,32,11788,10,3476,1635,16091,25104,6,14719,15224,269,0,21960,7602
3946,46435,10972,28835,20836,31418,8685,13341,38130,22486,1225,12010,6888,88,18797,3333,364,27117,31,11739,10,3445,1623,15955,24981,5,14623,15176,265,0,21813,7527
3947,46281,10893,28650,20689,31276,8615,13239,37970,22379,1218,11945,6846,87,18692,3310,360,27007,31,11680,10,3415,1617,15821,24864,5,14548,15076,264,0,21616,7449
3948,46204,10884,28571,20594,31195,8579,13201,37924,22340,1213,11891,6833,89,18669,3304,361,26966,30,11643,10,3389,1608,15732,24814,5,14501,15002,266,0,21525,7401
3949,46092,10846,28433,20425,31072,8503,13116,37813,22229,1200,11817,6794,89,18575,3276,362,26828,29,11576,10,3354,1591,15576,24706,5,14412,14926,260,0,21344,7345
3950,45948,10814,28309,20309,30928,8446,13053,37718,22139,1197,11758,6761,88,18547,3259,360,26714,29,11543,10,3327,1580,15508,24626,5,14331,14871,254,0,21189,7306
3951,45838,10795,28175,20194,30825,8414,13004,37605,22078,1196,11714,6750,88,18581,3251,362,26614,30,11521,10,3295,1570,15422,24595,5,14259,14863,254,0,21083,7249
3952,45757,10765,28070,20083,30734,8376,12916,37548,22041,1186,11662,6710,87,18599,3238,359,26526,30,11478,10,3277,1564,15322,24521,5,14209,14856,252,0,20978,7205
3953,45555,10717,27913,19932,30571,8338,12818,37415,21941,1174,11579,6668,86,18519,3219,357,26377,29,11404,10,3231,1551,15202,24404,5,14143,14807,253,0,20790,7132
3954,45435,10688,27709,19759,30370,8257,12714,37226,21826,1169,11507,6601,86,18457,3192,354,26229,28,11328,10,3205,1539,15101,24283,5,14042,14710,254,0,20615,7071
3955,45217,10655,27524,19618,30216,8220,12624,37123,21734,1161,11429,6549,84,18395,3187,351,26071,27,11269,10,3188,1533,15002,24201,5,14001,14681,251,0,20439,7022
3956,45134,10627,27415,19488,30087,8193,12572,37055,21683,1164,11394,6523,83,18378,3181,352,25927,27,11243,10,3171,1527,14932,24111,5,13947,14630,250,0,20335,6970
3957,45061,10634,27321,19403,30047,8167,12509,36996,21638,1161,11353,6516,83,18359,3178,352,25866,27,11251,10,3150,1527,14869,24039,5,13920,14624,250,0,20191,6951
3958,44964,10596,27175,19283,29909,8125,12402,36911,21592,1153,11291,6486,82,18331,3167,351,25736,27,11199,11,3130,1516,14780,23970,5,13862,14577,248,0,20068,6900
3959,44862,10552,27007,19129,29778,8056,12306,36801,21495,1144,11216,6412,81,18318,3169,348,25608,27,11141,11,3105,1509,14641,23897,5,13793,14534,248,0,19877,6829
3960,44736,10502,26838,18990,29619,8004,12217,36686,21440,1142,11151,6368,81,18262,3154,349,25477,27,11108,10,3092,1493,14538,23751,5,13745,14508,244,0,19742,6787
3961,44599,10478,26694,18829,29450,7956,12116,36565,21353,1137,11071,6338,80,18234,3134,349,25326,27,11045,10,3075,1494,14405,23652,5,13686,14474,242,0,19598,6734
3962,44470,10462,26534,18708,29296,7907,12016,36507,21259,1131,11008,6294,79,18179,3133,348,25180,27,10996,10,3052,1481,14317,23552,5,13640,14418,242,0,19456,6683
3963,44377,10459,26382,18543,29171,7846,11935,36381,21193,1124,10932,6259,79,18232,3125,345,25047,26,10951,10,3023,1470,14206,23454,5,13588,14358,243,0,19305,6640
3964,44177,10384,26158,18357,29003,7810,11847,36224,21061,1114,10846,6218,79,18169,3110,341,24845,26,10888,9,2993,1457,14084,23242,5,13501,14286,238,0,19132,6568
3965,44028,10313,25950,18153,28824,7722,11701,36060,20907,1104,10714,6123,78,18047,3062,337,24649,27,10799,9,2948,1438,13922,23095,5,13347,14182,236,0,18940,6460
3966,44005,10350,25889,18090,28774,7703,11678,36037,20920,1101,10699,6123,78,18043,3060,337,24575,27,10803,9,2945,1440,13885,23058,5,13348,14158,235,0,18869,6442
3967,43844,10331,25734,17929,28630,7662,11588,35895,20822,1091,10636,6079,78,18022,3034,340,24414,27,10745,9,2921,1427,13773,22960,8,13246,14087,234,0,18724,6412
3968,43705,10292,25577,17779,28503,7613,11499,35832,20756,1083,10551,6028,78,17994,3017,342,24256,27,10684,9,2903,1417,13691,22848,8,13227,14059,233,0,18551,6355
3969,43542,10247,25349,17553,28298,7540,11392,35644,20614,1067,10456,5975,77,17923,2993,344,24100,26,10602,9,2871,1407,13563,22710,8,13133,13982,232,0,18371,6276
3970,43405,10219,25228,17421,28189,7500,11320,35561,20549,1066,10400,5948,75,17900,2985,344,23959,27,10548,9,2850,1398,13469,22611,8,13090,13956,227,0,18237,6226
3971,43245,10159,25030,17247,28018,7434,11232,35412,20408,1057,10294,5885,74,17800,2957,341,23774,27,10484,9,2818,1383,13334,22503,8,12991,13875,226,0,18065,6155
3972,43009,10074,24793,17033,27807,7339,11092,35256,20221,1037,10161,5808,73,17680,2931,339,23555,25,10396,9,2774,1373,13117,22325,8,12859,13768,220,0,17832,6074
3973,42910,10099,24720,16971,27782,7346,11091,35273,20246,1032,10135,5811,73,17711,2931,335,23466,26,10372,9,2760,1368,13084,22316,8,12879,13777,222,0,17763,6063
3974,42760,10032,24519,16783,27602,7272,10976,35103,20118,1019,10020,5762,73,17673,2903,330,23285,26,10301,8,2719,1348,12928,22141,8,12779,13653,220,0,17575,5997
3975,42629,10022,24354,16634,27464,7228,10905,34974,20049,1006,9961,5724,72,17630,2896,327,23122,27,10249,8,2696,1333,12828,22050,8,12698,13614,217,0,17447,5956
3976,42473,9947,24141,16438,27294,7147,10800,34811,19910,998,9891,5679,71,17555,2863,327,22910,27,10156,8,2673,1325,12676,21913,8,12565,13527,215,0,17248,5884
3977,42174,9859,23933,16217,27093,7073,10669,34639,19768,986,9769,5618,72,17424,2834,327,22687,27,10068,8,2648,1313,12548,21737,10,12470,13430,214,0,17061,5788
3978,41961,9765,23666,16007,26884,6975,10535,34433,19611,974,9638,5547,71,17327,2802,324,22477,25,9973,8,2596,1301,12380,21559,10,12354,13315,208,0,16849,5706
3979,41882,9751,23556,15911,26821,6946,10487,34418,19559,969,9598,5532,71,17373,2790,322,22367,25,9944,8,2581,1299,12324,21493,10,12330,13288,209,0,16753,5656
3980,41682,9637,23336,15705,26619,6852,10380,34238,19407,955,9467,5459,70,17240,2766,317,22131,25,9852,8,2553,1284,12195,21321,10,12218,13187,205,0,16579,5570
