HPV_position,15361-CB-43-LabPrep_S45,15361-CB-4-LabPrep_S42,15361-CB-5-LabPrep_S47
2778,575,6,1523
2779,576,6,1533
2780,570,6,1538
2781,571,6,1542
2782,568,6,1542
2783,568,6,1545
2784,566,6,1542
2785,563,6,1542
2786,562,6,1537
2787,562,6,1547
2788,556,6,1535
2789,555,6,1546
2790,558,6,1552
2791,557,6,1550
2792,558,6,1550
2793,562,6,1567
2794,563,6,1569
2795,559,6,1576
2796,563,6,1577
2797,563,6,1585
2798,564,6,1590
2799,562,6,1586
2800,566,6,1577
2801,564,6,1575
2802,570,5,1595
2803,570,5,1601
2804,573,5,1607
2805,577,5,1616
2806,580,5,1632
2807,581,5,1640
2808,582,5,1637
2809,581,5,1637
2810,582,5,1629
2811,578,5,1629
2812,579,4,1637
2813,581,4,1645
2814,581,4,1642
2815,579,4,1643
2816,583,4,1652
2817,585,4,1660
2818,589,4,1664
2819,590,4,1675
2820,586,4,1678
2821,580,4,1683
2822,577,4,1673
2823,573,4,1673
2824,566,4,1684
2825,568,4,1684
2826,574,4,1688
2827,576,4,1696
2828,580,4,1697
2829,573,4,1702
2830,574,4,1707
2831,575,4,1700
2832,572,4,1698
2833,572,4,1709
2834,571,4,1703
2835,572,4,1713
2836,569,4,1713
2837,574,4,1716
2838,576,4,1711
2839,573,4,1729
2840,572,3,1735
2841,572,3,1740
2842,567,3,1741
2843,568,3,1745
2844,571,3,1748
2845,572,3,1748
2846,573,3,1752
2847,574,3,1758
2848,571,3,1753
2849,567,3,1752
2850,564,3,1760
2851,558,3,1767
2852,557,3,1766
2853,556,3,1775
2854,558,3,1771
2855,565,3,1774
2856,566,3,1773
2857,567,3,1776
2858,565,3,1780
2859,569,3,1774
2860,573,3,1781
2861,571,3,1777
2862,569,3,1778
2863,572,3,1762
2864,567,3,1770
2865,571,2,1766
2866,568,2,1755
2867,564,1,1758
2868,566,1,1756
2869,570,1,1754
2870,571,1,1750
2871,567,1,1758
2872,571,1,1760
2873,567,1,1757
2874,570,1,1752
2875,572,1,1754
2876,576,1,1753
2877,578,1,1753
2878,576,1,1747
2879,579,1,1742
2880,578,1,1734
2881,575,1,1750
2882,571,1,1759
2883,573,1,1761
2884,574,1,1770
2885,570,1,1764
2886,567,1,1758
2887,570,1,1760
2888,574,1,1748
2889,573,1,1755
2890,576,1,1760
2891,576,1,1755
2892,577,1,1764
2893,577,1,1763
2894,574,1,1758
2895,574,1,1748
2896,577,1,1746
2897,573,1,1751
2898,571,1,1749
2899,566,1,1746
2900,564,1,1754
2901,561,1,1756
2902,561,1,1760
2903,560,1,1762
2904,560,1,1760
2905,562,2,1768
2906,555,2,1760
2907,561,2,1769
2908,556,2,1767
2909,549,2,1768
2910,553,2,1777
2911,561,2,1775
2912,560,2,1777
2913,566,2,1780
2914,565,2,1786
2915,571,2,1804
2916,569,1,1797
2917,569,2,1799
2918,571,2,1801
2919,575,1,1797
2920,579,2,1796
2921,580,2,1795
2922,581,2,1793
2923,578,2,1788
2924,581,2,1791
2925,578,2,1788
2926,575,2,1786
2927,575,1,1784
2928,576,1,1793
2929,577,1,1804
2930,578,1,1807
2931,576,1,1802
2932,583,1,1819
2933,583,1,1817
2934,589,1,1818
2935,593,2,1811
2936,593,2,1797
2937,591,2,1791
2938,594,2,1800
2939,593,2,1797
2940,595,2,1795
2941,597,3,1800
2942,596,3,1798
2943,591,3,1811
2944,596,3,1805
2945,599,3,1802
2946,600,3,1800
2947,602,3,1800
2948,591,3,1796
2949,591,3,1791
2950,585,3,1779
2951,585,3,1779
2952,588,3,1773
2953,589,3,1775
2954,586,3,1782
2955,587,3,1775
2956,593,3,1777
2957,585,3,1782
2958,588,3,1788
2959,588,3,1791
2960,580,3,1787
2961,581,3,1798
2962,586,3,1801
2963,586,3,1788
2964,590,3,1784
2965,587,3,1787
2966,586,3,1788
2967,585,3,1784
2968,587,3,1785
2969,582,3,1776
2970,584,3,1774
2971,588,3,1776
2972,584,3,1782
2973,585,3,1791
2974,585,3,1791
2975,591,3,1794
2976,594,3,1812
2977,595,3,1807
2978,595,3,1809
2979,592,3,1811
2980,599,3,1816
2981,599,3,1822
2982,602,3,1826
2983,606,3,1829
2984,607,3,1809
2985,607,3,1811
2986,604,3,1814
2987,603,3,1812
2988,604,3,1807
2989,601,3,1796
2990,598,3,1780
2991,602,3,1778
2992,604,3,1786
2993,599,3,1787
2994,591,3,1788
2995,596,3,1798
2996,599,3,1799
2997,602,3,1797
2998,599,3,1796
2999,603,4,1802
3000,604,4,1814
3001,607,4,1811
3002,603,4,1816
3003,603,4,1816
3004,606,4,1828
3005,610,4,1823
3006,611,4,1836
3007,600,3,1828
3008,594,4,1825
3009,602,4,1815
3010,598,4,1815
3011,603,4,1822
3012,600,5,1816
3013,598,5,1808
3014,600,5,1813
3015,597,5,1803
3016,604,5,1805
3017,599,5,1792
3018,599,5,1802
3019,595,5,1799
3020,592,5,1793
3021,595,5,1786
3022,586,5,1780
3023,581,5,1777
3024,584,5,1774
3025,580,5,1774
3026,574,5,1777
3027,571,5,1768
3028,573,5,1765
3029,567,5,1758
3030,566,5,1750
3031,566,5,1749
3032,566,5,1750
3033,569,5,1747
3034,566,5,1733
3035,565,5,1720
3036,566,5,1724
3037,563,5,1730
3038,562,5,1728
3039,563,5,1729
3040,563,5,1725
3041,556,5,1728
3042,553,5,1731
3043,551,5,1731
3044,550,5,1722
3045,550,5,1715
3046,547,5,1704
3047,545,5,1698
3048,539,5,1683
3049,538,5,1687
3050,535,5,1682
3051,535,5,1678
3052,533,5,1675
3053,532,4,1669
3054,537,4,1667
3055,537,4,1660
3056,532,4,1647
3057,537,4,1639
3058,538,4,1632
3059,538,4,1629
3060,536,4,1637
3061,532,4,1619
3062,531,4,1616
3063,532,4,1606
3064,531,4,1602
3065,530,4,1595
3066,532,4,1595
3067,536,4,1591
3068,536,4,1593
3069,536,4,1582
3070,532,4,1582
3071,526,4,1575
3072,530,4,1567
3073,531,4,1556
3074,533,4,1565
3075,537,4,1567
3076,545,4,1561
3077,543,4,1556
3078,545,4,1542
3079,543,4,1530
3080,545,4,1525
3081,543,3,1512
3082,546,3,1511
3083,549,2,1501
3084,554,3,1489
3085,552,3,1489
3086,554,3,1480
3087,559,3,1479
3088,553,3,1461
3089,551,3,1456
3090,553,3,1446
3091,550,3,1440
3092,543,3,1429
3093,542,3,1431
3094,543,3,1427
3095,546,3,1423
3096,544,3,1419
3097,545,3,1415
3098,548,3,1401
3099,543,3,1385
3100,545,3,1381
3101,547,3,1367
3102,546,3,1360
3103,548,3,1360
3104,549,3,1358
3105,547,3,1354
3106,548,3,1348
3107,549,3,1333
3108,553,3,1332
3109,537,3,1319
3110,533,3,1315
3111,544,3,1302
3112,544,3,1300
3113,546,3,1290
3114,549,3,1286
3115,547,3,1272
3116,550,3,1261
3117,553,3,1252
3118,547,3,1253
3119,546,3,1251
3120,549,3,1246
3121,537,3,1215
3122,543,3,1234
3123,541,3,1208
3124,540,3,1198
3125,537,3,1188
3126,534,3,1177
3127,531,3,1168
3128,530,3,1160
3129,529,3,1156
3130,529,3,1146
3131,528,3,1149
3132,523,3,1135
3133,524,3,1129
3134,525,3,1119
3135,517,3,1111
3136,507,3,1105
3137,505,3,1098
3138,505,3,1091
3139,502,3,1083
3140,505,3,1072
3141,503,3,1065
3142,505,3,1054
3143,505,3,1043
3144,505,3,1036
3145,504,3,1021
3146,499,3,1012
3147,496,3,1009
3148,495,3,997
3149,495,3,989
3150,489,3,981
3151,494,2,966
3152,496,2,961
3153,496,2,955
3154,496,2,951
3155,500,2,939
3156,501,2,936
3157,498,2,931
3158,496,2,922
3159,497,2,919
3160,497,1,917
3161,499,1,924
3162,500,1,916
3163,500,1,929
3164,506,1,930
3165,505,1,923
3166,506,1,931
3167,505,1,936
3168,502,1,935
3169,507,1,935
3170,515,1,933
3171,514,1,920
3172,515,1,923
3173,516,1,930
3174,519,1,928
3175,520,1,929
3176,528,1,932
3177,527,1,930
3178,528,1,927
3179,529,1,925
3180,535,1,922
3181,533,1,926
3182,533,1,930
3183,538,1,927
3184,537,1,933
3185,541,1,935
3186,544,1,936
3187,549,1,943
3188,552,1,936
3189,551,1,930
3190,553,1,937
3191,551,1,956
3192,552,1,948
3193,556,1,962
3194,560,1,975
3195,561,1,978
3196,560,1,997
3197,557,1,993
3198,559,1,1000
3199,557,1,989
3200,560,1,1002
3201,561,1,1005
3202,558,1,1008
3203,554,1,1008
3204,553,1,1013
3205,554,1,1018
3206,553,1,1024
3207,556,1,1034
3208,554,1,1044
3209,558,1,1049
3210,561,1,1061
3211,564,1,1067
3212,570,1,1068
3213,570,1,1072
3214,568,1,1069
3215,566,1,1072
3216,561,1,1063
3217,563,1,1071
3218,557,1,1075
3219,560,1,1083
3220,558,1,1077
3221,560,1,1085
3222,560,1,1094
3223,556,1,1093
3224,557,1,1099
3225,553,1,1106
3226,550,1,1131
3227,545,1,1136
3228,547,1,1147
3229,544,1,1159
3230,544,1,1160
3231,544,1,1176
3232,544,1,1178
3233,546,1,1199
3234,542,1,1212
3235,534,0,1219
3236,535,0,1232
3237,538,0,1233
3238,538,0,1246
3239,536,0,1249
3240,535,0,1260
3241,536,0,1274
3242,534,0,1283
3243,535,0,1291
3244,535,0,1301
3245,531,0,1311
3246,531,0,1312
3247,532,0,1310
3248,527,0,1335
3249,538,0,1352
3250,537,0,1360
3251,535,0,1369
3252,536,0,1390
3253,537,1,1409
3254,537,1,1426
3255,538,2,1436
3256,533,2,1450
3257,535,2,1469
3258,535,3,1484
3259,532,3,1507
3260,539,3,1518
3261,539,3,1540
3262,536,3,1544
3263,534,3,1575
3264,532,4,1584
3265,531,4,1590
3266,531,4,1615
3267,530,4,1618
3268,531,4,1631
3269,532,4,1658
3270,529,4,1661
3271,528,4,1671
3272,533,4,1705
3273,535,4,1720
3274,531,4,1737
3275,532,4,1760
3276,537,4,1778
3277,539,5,1788
3278,536,5,1799
3279,538,5,1812
3280,537,5,1820
3281,536,6,1843
3282,543,6,1867
3283,540,6,1896
3284,544,6,1915
3285,545,6,1936
3286,547,6,1936
3287,546,6,1952
3288,545,6,1968
3289,545,6,1994
3290,545,6,2012
3291,555,6,2032
3292,551,6,2047
3293,546,6,2063
3294,548,6,2092
3295,554,6,2132
3296,552,6,2148
3297,553,6,2193
3298,555,6,2225
3299,553,6,2250
3300,550,6,2265
3301,549,6,2295
3302,546,6,2310
3303,549,6,2347
3304,550,6,2368
3305,549,6,2375
3306,547,6,2408
3307,551,6,2430
3308,555,7,2480
3309,553,7,2495
3310,552,7,2523
3311,552,7,2540
3312,549,7,2554
3313,553,7,2587
3314,557,7,2631
3315,561,7,2663
3316,561,7,2696
3317,562,7,2731
3318,567,7,2761
3319,566,7,2792
3320,567,7,2817
3321,570,7,2828
3322,569,7,2835
3323,558,7,2857
3324,561,8,2870
3325,570,8,2891
3326,573,8,2920
3327,576,8,2937
3328,579,8,2960
3329,577,8,2974
3330,581,8,3014
3331,581,8,3031
3332,593,8,3088
3333,589,8,3099
3334,591,8,3131
3335,592,8,3172
3336,592,9,3199
3337,594,9,3243
3338,594,9,3267
3339,598,9,3292
3340,601,9,3334
3341,601,9,3355
3342,597,9,3369
3343,594,9,3377
3344,591,10,3398
3345,592,10,3428
3346,598,10,3463
3347,604,10,3481
3348,610,10,3528
3349,610,10,3539
3350,614,10,3578
3351,616,10,3594
3352,614,10,3628
3353,614,10,3664
3354,611,10,3679
3355,616,10,3709
3356,616,10,3731
3357,616,10,3749
3358,613,10,3765
3359,611,10,3797
3360,609,10,3835
3361,613,10,3865
3362,613,10,3878
3363,612,11,3900
3364,623,11,3938
3365,628,11,3960
3366,631,11,3988
3367,634,11,4002
3368,639,11,4033
3369,644,11,4051
3370,650,11,4091
3371,650,11,4096
3372,651,11,4133
3373,654,11,4162
3374,656,11,4225
3375,659,11,4229
3376,662,11,4251
3377,664,11,4270
3378,664,11,4271
3379,670,11,4317
3380,666,12,4329
3381,673,12,4352
3382,669,11,4368
3383,666,11,4385
3384,667,12,4404
3385,671,12,4428
3386,667,12,4437
3387,666,12,4463
3388,663,12,4482
3389,658,12,4515
3390,661,14,4561
3391,661,14,4568
3392,661,14,4591
3393,667,14,4611
3394,669,15,4637
3395,670,15,4674
3396,670,14,4686
3397,670,14,4714
3398,670,14,4732
3399,671,14,4751
3400,667,14,4770
3401,666,15,4797
3402,669,15,4819
3403,673,15,4831
3404,675,14,4854
3405,675,14,4860
3406,676,14,4855
3407,670,13,4886
3408,674,13,4888
3409,667,13,4897
3410,673,13,4902
3411,679,13,4924
3412,681,13,4955
3413,683,14,4973
3414,682,16,4988
3415,682,15,4990
3416,684,15,5008
3417,686,15,5019
3418,689,15,5036
3419,684,15,5031
3420,688,15,5049
3421,692,15,5063
3422,688,15,5069
3423,692,15,5069
3424,694,15,5094
3425,699,15,5125
3426,703,15,5139
3427,708,15,5150
3428,709,13,5163
3429,714,13,5193
3430,714,13,5195
3431,712,13,5190
3432,713,13,5194
3433,708,13,5197
3434,706,13,5215
3435,705,13,5218
3436,708,13,5230
3437,709,13,5251
3438,706,13,5269
3439,710,13,5284
3440,717,13,5296
3441,710,13,5277
3442,716,13,5283
3443,712,13,5269
3444,718,13,5274
3445,719,13,5257
3446,719,13,5264
3447,721,13,5259
3448,724,13,5263
3449,731,13,5263
3450,733,13,5256
3451,736,13,5264
3452,733,13,5263
3453,735,13,5267
3454,745,13,5244
3455,747,13,5247
3456,744,13,5252
3457,738,12,5270
3458,741,13,5270
3459,740,13,5265
3460,743,13,5264
3461,745,13,5251
3462,747,13,5255
3463,736,14,5237
3464,737,14,5201
3465,738,14,5185
3466,736,14,5173
3467,738,14,5188
3468,744,14,5181
3469,740,14,5194
3470,741,14,5178
3471,740,14,5186
3472,734,13,5178
3473,725,13,5145
3474,726,13,5130
3475,730,13,5146
3476,724,13,5129
3477,722,13,5136
3478,717,12,5131
3479,716,13,5146
3480,720,13,5137
3481,708,13,5096
3482,709,13,5102
3483,712,13,5083
3484,713,13,5068
3485,708,13,5045
3486,709,13,5007
3487,707,13,5005
3488,705,12,4971
3489,699,12,4936
3490,702,12,4920
3491,701,12,4927
3492,703,12,4920
3493,703,12,4895
3494,702,12,4917
3495,700,11,4883
3496,700,11,4880
3497,696,11,4880
3498,694,11,4864
3499,688,11,4850
3500,691,11,4830
3501,685,11,4810
3502,685,11,4775
3503,687,11,4751
3504,690,11,4717
3505,688,11,4702
3506,688,11,4709
3507,687,11,4678
3508,681,11,4664
3509,685,11,4644
3510,684,11,4633
3511,684,11,4619
3512,680,11,4599
3513,677,11,4580
3514,676,10,4560
3515,678,10,4529
3516,673,10,4521
3517,668,10,4487
3518,669,10,4497
3519,663,10,4462
3520,658,10,4433
3521,657,10,4419
3522,654,10,4388
3523,648,10,4384
3524,645,11,4343
3525,639,11,4315
3526,638,10,4290
3527,637,10,4272
3528,645,10,4269
3529,640,10,4240
3530,642,10,4222
3531,643,10,4206
3532,644,10,4180
3533,643,12,4158
3534,644,13,4118
3535,640,13,4121
3536,642,13,4093
3537,645,13,4071
3538,649,13,4037
3539,654,13,4026
3540,652,13,3993
3541,653,11,3973
3542,648,12,3943
3543,645,12,3919
3544,639,12,3894
3545,639,12,3841
3546,639,12,3827
3547,642,12,3792
3548,639,12,3784
3549,638,11,3743
3550,641,11,3736
3551,641,11,3703
3552,640,10,3685
3553,638,9,3672
3554,633,9,3649
3555,634,9,3632
3556,633,9,3608
3557,634,8,3594
3558,635,8,3547
3559,630,9,3538
3560,629,9,3516
3561,626,9,3497
3562,620,9,3473
3563,615,9,3458
3564,619,9,3441
3565,619,9,3416
3566,622,9,3410
3567,622,8,3382
3568,621,8,3336
3569,623,8,3319
3570,620,8,3300
3571,619,8,3277
3572,614,8,3224
3573,613,8,3205
3574,611,8,3195
3575,611,8,3176
3576,615,8,3148
3577,618,8,3140
3578,610,8,3118
3579,606,8,3076
3580,607,8,3062
3581,608,8,3031
3582,609,8,3010
3583,609,8,2973
3584,607,8,2951
3585,607,8,2931
3586,608,8,2918
3587,611,8,2912
3588,606,8,2881
3589,602,8,2855
3590,597,8,2832
3591,597,8,2809
3592,594,8,2788
3593,588,8,2782
3594,593,8,2777
3595,592,8,2757
3596,581,8,2741
3597,575,9,2698
3598,577,9,2691
3599,575,9,2670
3600,575,10,2665
3601,564,10,2632
3602,563,10,2610
3603,559,10,2591
3604,562,10,2555
3605,566,9,2537
3606,565,9,2519
3607,563,9,2504
3608,565,9,2488
3609,561,9,2462
3610,563,9,2433
3611,559,9,2424
3612,561,9,2407
3613,555,8,2401
3614,557,8,2381
3615,552,9,2357
3616,550,10,2337
3617,552,10,2327
3618,552,11,2306
3619,548,11,2300
3620,546,12,2269
3621,548,13,2265
3622,547,13,2245
3623,549,13,2222
3624,549,14,2193
3625,547,14,2188
3626,548,14,2161
3627,547,14,2135
3628,549,14,2127
3629,547,14,2113
3630,551,14,2087
3631,550,12,2079
3632,553,14,2074
3633,556,14,2061
3634,555,14,2042
3635,557,14,2030
3636,551,14,2014
3637,545,14,1998
3638,549,14,1985
3639,549,14,1973
3640,552,14,1956
3641,549,14,1943
3642,549,14,1926
3643,549,14,1886
3644,553,14,1874
3645,555,14,1871
3646,552,14,1861
3647,549,14,1845
3648,552,14,1848
3649,549,14,1825
3650,551,14,1822
3651,553,14,1809
3652,555,14,1805
3653,552,14,1803
3654,546,14,1782
3655,549,14,1782
3656,545,14,1751
3657,542,14,1750
3658,536,14,1730
3659,531,14,1716
3660,529,14,1702
3661,530,14,1703
3662,532,14,1690
3663,529,14,1681
3664,525,14,1673
3665,524,14,1656
3666,522,14,1643
3667,521,14,1643
3668,519,14,1632
3669,517,14,1618
3670,515,14,1617
3671,515,13,1605
3672,516,13,1597
3673,519,14,1586
3674,513,14,1570
3675,514,14,1576
3676,509,14,1559
3677,512,13,1551
3678,517,13,1539
3679,509,14,1524
3680,509,12,1514
3681,512,12,1511
3682,503,12,1490
3683,500,12,1489
3684,505,12,1486
3685,494,12,1469
3686,502,12,1459
3687,501,11,1446
3688,494,10,1425
3689,494,9,1424
3690,493,9,1416
3691,494,9,1407
3692,496,9,1389
3693,500,9,1382
3694,499,9,1371
3695,500,9,1369
3696,503,9,1362
3697,497,9,1331
3698,499,9,1340
3699,500,9,1320
3700,498,9,1310
3701,504,9,1314
3702,503,9,1310
3703,507,9,1295
3704,503,9,1295
3705,499,9,1291
3706,504,9,1285
3707,505,9,1276
3708,506,9,1276
3709,506,9,1273
3710,506,9,1266
3711,510,9,1260
3712,509,9,1265
3713,507,9,1251
3714,501,9,1244
3715,502,9,1248
3716,507,9,1244
3717,503,9,1233
3718,503,9,1229
3719,502,9,1211
3720,503,9,1199
3721,505,9,1194
3722,504,9,1193
3723,507,9,1192
3724,511,9,1189
3725,507,9,1181
3726,507,9,1167
3727,507,9,1167
3728,506,9,1148
3729,505,9,1144
3730,504,9,1146
3731,503,9,1137
3732,506,9,1137
3733,505,9,1132
3734,497,9,1116
3735,496,9,1110
3736,493,9,1095
3737,491,9,1084
3738,490,9,1088
3739,489,9,1080
3740,491,9,1067
3741,496,9,1070
3742,489,9,1063
3743,487,9,1052
3744,488,9,1051
3745,485,9,1038
3746,481,9,1030
3747,476,7,1020
3748,474,7,1007
3749,469,7,1002
3750,468,7,991
3751,465,6,987
3752,459,6,982
3753,452,6,974
3754,453,6,967
3755,450,6,953
3756,446,6,940
3757,442,5,924
3758,435,5,914
3759,425,5,910
3760,423,4,899
3761,421,4,889
3762,416,3,879
3763,415,2,869
3764,411,2,850
3765,407,1,828
3766,407,1,821
3767,403,1,816
3768,399,1,801
3769,395,1,796
3770,397,1,793
3771,395,1,782
3772,394,1,770
3773,391,1,761
3774,387,1,752
3775,383,1,738
3776,383,1,737
3777,377,1,729
3778,375,1,718
3779,369,1,713
3780,365,1,702
3781,360,1,693
3782,354,1,680
3783,346,1,673
3784,340,1,662
3785,336,1,656
3786,333,1,646
3787,328,1,642
3788,326,1,638
3789,325,1,632
3790,323,1,622
3791,322,1,618
3792,315,1,600
3793,313,1,596
3794,312,1,588
3795,311,1,575
3796,306,1,561
3797,301,1,548
3798,301,1,543
3799,295,1,536
3800,294,1,531
3801,293,1,525
3802,292,1,519
3803,289,1,515
3804,285,1,500
3805,280,1,491
3806,278,1,479
3807,278,1,473
3808,277,1,462
3809,273,1,460
3810,270,1,456
3811,267,1,451
3812,264,1,444
3813,258,1,428
3814,259,1,424
3815,258,1,421
3816,256,1,420
3817,255,1,409
3818,254,1,402
3819,251,1,388
3820,247,1,379
3821,245,1,373
3822,240,0,369
3823,239,0,367
3824,236,0,360
3825,233,0,349
3826,230,0,343
3827,227,0,338
3828,223,0,332
3829,220,0,328
3830,214,0,322
3831,210,0,318
3832,208,0,312
3833,206,0,307
3834,202,0,303
3835,199,0,302
3836,196,0,295
3837,194,0,289
3838,191,0,287
3839,190,0,285
3840,188,0,279
3841,185,0,273
3842,181,0,269
3843,177,0,262
3844,171,0,256
3845,169,0,248
3846,164,0,239
3847,162,0,238
3848,155,0,228
3849,152,0,225
3850,145,0,215
3851,145,0,209
3852,138,0,203
3853,131,0,196
3854,130,0,194
3855,125,0,189
3856,121,0,176
3857,116,0,165
3858,113,0,161
3859,112,0,156
3860,105,0,147
3861,102,0,134
3862,93,0,125
3863,90,0,121
3864,89,0,119
3865,87,0,113
3866,84,0,113
3867,81,0,109
3868,80,0,107
3869,78,0,106
3870,79,0,104
3871,76,0,101
3872,76,0,101
3873,67,0,96
3874,63,0,92
3875,58,0,88
3876,55,0,82
3877,51,0,79
3878,47,0,71
3879,42,0,66
3880,38,0,63
3881,35,0,55
3882,33,0,51
3883,30,0,47
3884,25,0,42
3885,24,0,41
3886,23,0,36
3887,21,0,34
3888,18,0,27
3889,20,0,25
3890,19,0,31
3891,15,0,32
3892,15,0,39
3893,17,0,48
3894,20,0,59
3895,21,0,64
3896,23,0,68
3897,27,0,77
3898,30,0,85
3899,32,0,96
3900,32,0,109
3901,32,0,117
3902,37,0,126
3903,39,0,134
3904,45,0,139
3905,48,0,152
3906,48,0,157
3907,50,1,167
3908,51,1,173
3909,53,1,177
3910,55,1,183
3911,55,1,186
3912,52,1,188
3913,54,1,191
3914,58,1,197
3915,60,1,209
3916,61,1,216
3917,63,1,224
3918,64,1,236
3919,70,1,242
3920,71,1,253
3921,73,1,257
3922,75,1,267
3923,79,1,276
3924,80,1,287
3925,84,1,306
3926,85,1,318
3927,86,1,324
3928,88,1,336
3929,89,1,344
3930,92,1,356
3931,95,1,366
3932,101,1,373
3933,102,1,381
3934,104,1,392
3935,107,1,398
3936,111,1,410
3937,115,1,414
3938,119,1,427
3939,122,1,440
3940,122,1,443
3941,121,1,452
3942,125,1,456
3943,129,1,460
3944,131,1,465
3945,134,1,470
3946,135,1,478
3947,137,1,486
3948,142,1,491
3949,147,1,505
3950,149,1,509
3951,150,1,516
3952,155,1,521
3953,161,1,526
3954,161,2,528
3955,164,2,538
3956,165,2,541
3957,166,2,545
3958,168,3,546
3959,173,3,552
3960,174,3,562
3961,178,3,564
3962,183,3,573
3963,184,3,576
3964,187,3,586
3965,187,3,586
3966,190,3,594
3967,192,3,605
3968,193,3,606
3969,196,3,613
3970,198,3,619
3971,201,3,623
3972,205,3,626
3973,206,3,632
3974,208,3,638
3975,210,3,641
3976,213,3,647
3977,218,3,645
3978,221,3,653
3979,224,3,653
3980,225,3,661
3981,228,3,667
3982,232,3,670
3983,236,3,672
3984,237,3,679
3985,240,3,683
3986,246,3,684
3987,250,3,688
3988,252,3,695
3989,257,3,705
3990,260,3,712
3991,261,3,725
3992,263,3,731
3993,265,3,738
3994,267,3,746
3995,266,3,748
3996,267,3,751
3997,271,3,753
3998,273,3,766
3999,270,3,756
4000,277,3,777
4001,279,3,781
4002,280,4,789
4003,286,4,794
4004,289,4,804
4005,292,4,805
4006,298,4,815
4007,304,5,821
4008,313,5,832
4009,317,5,834
4010,324,5,844
4011,328,5,855
4012,332,5,858
4013,340,6,867
4014,343,6,870
4015,343,6,872
4016,347,6,876
4017,349,6,880
4018,351,6,886
4019,355,6,891
4020,358,6,895
4021,361,6,900
4022,362,6,904
4023,365,6,912
4024,371,6,916
4025,375,6,921
4026,378,6,926
4027,379,6,934
4028,383,6,945
4029,387,6,957
4030,396,6,972
4031,403,6,981
4032,408,6,984
4033,413,6,987
4034,418,6,994
4035,419,6,989
4036,424,6,1003
4037,425,6,1005
4038,425,6,1005
4039,427,6,1016
4040,429,6,1018
4041,425,6,1015
4042,423,6,1008
4043,421,6,1008
4044,422,6,1003
4045,419,6,997
4046,418,6,989
4047,416,6,988
4048,411,6,983
4049,414,6,991
4050,414,6,986
4051,415,6,981
4052,420,6,981
4053,423,7,983
4054,423,7,981
4055,422,7,980
4056,423,7,979
4057,423,7,980
4058,425,6,978
4059,425,6,970
4060,425,6,964
4061,424,6,962
4062,424,6,959
4063,424,6,956
4064,425,6,955
4065,424,6,955
4066,425,6,957
4067,421,6,955
4068,422,6,947
4069,423,6,939
4070,423,6,944
4071,425,6,944
4072,426,6,949
4073,426,6,940
4074,423,6,936
4075,423,6,933
4076,423,6,935
4077,422,6,925
4078,420,6,917
4079,418,6,913
4080,419,6,905
4081,417,6,904
4082,413,6,900
4083,419,6,897
4084,418,6,896
4085,415,6,896
4086,413,6,897
4087,414,6,902
4088,414,6,898
4089,413,6,896
4090,412,6,900
4091,412,6,900
4092,413,6,902
4093,410,6,901
4094,406,6,899
4095,410,6,897
4096,407,6,895
4097,405,6,889
4098,405,6,892
4099,403,6,895
4100,400,6,904
4101,400,6,901
4102,399,6,901
4103,400,6,896
4104,403,5,914
4105,402,5,921
4106,405,4,924
4107,401,4,931
4108,400,4,932
4109,405,4,945
4110,402,4,950
4111,404,4,958
4112,404,4,964
4113,404,4,964
4114,412,4,980
4115,417,4,986
4116,422,4,987
4117,425,4,995
4118,430,4,1000
4119,435,4,1014
4120,436,4,1014
4121,441,4,1016
4122,448,4,1025
4123,457,4,1034
4124,451,4,1038
4125,455,4,1040
4126,455,4,1047
4127,456,4,1054
4128,457,4,1066
4129,461,4,1066
4130,465,4,1077
4131,465,4,1085
4132,472,4,1100
4133,475,4,1113
4134,482,4,1129
4135,490,4,1129
4136,493,4,1142
4137,505,4,1159
4138,502,4,1157
4139,509,4,1173
4140,514,4,1196
4141,512,4,1197
4142,519,4,1217
4143,533,4,1240
4144,536,4,1246
4145,549,4,1268
4146,551,4,1283
4147,556,4,1291
4148,560,4,1308
4149,572,3,1312
4150,588,3,1346
4151,597,3,1363
4152,603,3,1371
4153,589,3,1350
4154,592,3,1377
4155,613,2,1406
4156,617,2,1414
4157,618,2,1429
4158,618,2,1444
4159,622,2,1466
4160,627,2,1493
4161,631,2,1520
4162,639,2,1534
4163,646,2,1559
4164,658,1,1579
4165,668,1,1603
4166,686,1,1638
4167,693,1,1658
4168,693,1,1678
4169,705,1,1701
4170,707,1,1744
4171,729,1,1783
4172,728,1,1787
4173,743,1,1818
4174,748,1,1842
4175,759,1,1853
4176,768,1,1881
4177,770,1,1895
4178,771,1,1892
4179,775,1,1902
4180,780,1,1925
4181,781,1,1945
4182,785,1,1970
4183,795,1,1992
4184,805,1,2002
4185,815,1,2026
4186,826,1,2061
4187,838,1,2091
4188,843,1,2130
4189,848,1,2148
4190,852,1,2161
4191,867,1,2186
4192,880,1,2209
4193,898,1,2243
4194,906,1,2261
4195,924,1,2291
4196,935,1,2305
4197,951,1,2332
4198,956,1,2353
4199,951,1,2379
4200,966,1,2403
4201,963,0,2415
4202,976,0,2441
4203,977,0,2455
4204,985,0,2488
4205,1008,0,2514
4206,1009,0,2521
4207,1030,0,2547
4208,1046,0,2578
4209,1058,0,2591
4210,1074,0,2617
4211,1084,0,2638
